"CodMun";"Municipio";"Extensión superficial (Km2). 2019";"Perímetro (m). 2019";"Altitud sobre el nivel del mar (m). 2019";"Número de núcleos que componen el municipio. 2023";"Distancia a la capital (Km). 2019";"Población total. 2023";"PobHombres23";"PobNucleos23";"PobDiseminados23";"EdadMedia22";"Porcentaje de población menor de 20 años. 2023";"Porcentaje de población mayor de 65 años. 2023";"Variación relativa de la población en diez años (%). 2012-2022";"Número de extranjeros. 2022";"Principal procedencia de los extranjeros residentes. 2022";"Emigraciones. 2022";"Inmigraciones. 2022";"Nacimientos. 2023";"Defunciones. 2023";"Matrimonios. 2023";"Alcaldía. 2023";"Hoteles. 2023";"Hostales y pensiones. 2023";"Plazas en hoteles. 2023";"Plazas en hostales y pensiones. 2023";"Tasa municipal de desempleo (%). 2023";"Renta bruta media. 2022";"Renta disponible media. 2022"
29060;"Igualeja";43.87;29670.1;728;1;89;783;397;770;4;48.7;14.7;28.7;-16.3;5;"se";33;78;4;11;0;"POR MI PUEBLO";"-";"-";"-";"-";"16.8";"-";"-"
29061;"Istán";99.33;46912.1;288;3;61.3;1631;808;1504;117;44.6;18.4;19.5;3.5;320;"Reino Unido";72;128;6;15;10;"CON ANDALUCÍA";"*";"-";"*";"-";"11.7";"26680";"22021"
29062;"Iznate";7.46;11378.01;317;1;28.4;921;473;656;259;43.7;20.6;19.8;-5.5;97;"Reino Unido";38;51;12;11;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.2";"-";"-"
29063;"Jimera de Líbar";27.18;22760.08;539;2;109.3;398;208;317;83;51.4;11.6;29.4;-13;32;"Reino Unido";25;23;1;1;4;"PARTIDO POPULAR";"-";"-";"-";"-";"20.7";"-";"-"
29064;"Jubrique";39.33;33510.23;566;1;101.7;570;291;469;92;49.2;13.9;26.7;-26.3;39;"Reino Unido";33;58;1;8;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.399999999999999";"-";"-"
29065;"Júzcar";33.66;44410.82;622;1;96.2;246;139;210;33;49.1;6.9;19.1;1.6;27;"Reino Unido";14;15;1;3;0;"PARTIDO POPULAR";"*";"-";"*";"-";"17.3";"-";"-"
29066;"Macharaviaya";7.24;13874.23;244;2;24;524;289;416;107;43.6;17;20.4;1.8;71;"Reino Unido";58;67;4;2;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.600000000000001";"-";"-"
29067;"Málaga";394.98;145428.59;6;14;0;587068;281718;580877;5507;43;19.6;18.7;2.1;52334;"Marruecos";20449;30277;4228;4997;2225;"PARTIDO POPULAR";"87";"51";"12045";"2491";"20";"29191";"23786"
29068;"Manilva";35.59;32697.65;131;6;95.7;17774;8936;17278;579;41.3;21.4;16;19.2;6573;"Reino Unido";1599;2281;146;114;63;"PARTIDO POPULAR";"*";"*";"*";"*";"16";"25659";"21555"
29069;"Marbella";117.12;80502.44;24;11;57;156153;74583;156295;0;42;20.4;16.4;7.3;41141;"Reino Unido";9196;15013;1021;1028;399;"PARTIDO POPULAR";"54";"32";"13662";"972";"13.1";"31614";"25426"
29070;"Mijas";148.77;59804.13;400;17;29.4;90763;44927;86384;5307;40.7;22.4;14.7;9;28791;"Reino Unido";7266;9476;650;464;289;"PARTIDO POPULAR";"9";"*";"2087";"*";"15.6";"25846";"21302"
29071;"Moclinejo";14.28;18310.7;439;2;19.9;1227;625;991;229;41.8;19.2;16;-4;77;"Reino Unido";58;39;5;9;2;"PARTIDO POPULAR";"-";"-";"-";"-";"22.3";"18222";"15891"
29072;"Mollina";74.54;51349.31;476;1;62.1;5423;2703;4594;819;45.8;18.3;24.7;2.6;1145;"Reino Unido";365;419;27;55;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"19.399999999999999";"18832";"16298"
29073;"Monda";57.65;34031.43;364;1;43.9;2971;1546;2382;555;41.9;20.5;16.1;12.7;650;"Marruecos";197;287;21;28;11;"CON ANDALUCÍA";"*";"-";"*";"-";"20.100000000000001";"20619";"17620"
29903;"Montecorto";54.5;43911.45;491;1;104.5;597;317;498;90;47.8;15.2;22.3;-12.7;33;"Reino Unido";22;33;3;10;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.8";"-";"-"
29074;"Montejaque";45.47;32662.13;692;1;100.3;968;487;939;31;49.1;15.2;29.2;-7.8;65;"Reino Unido";34;68;5;14;7;"PARTIDO POPULAR";"-";"-";"-";"-";"20.5";"-";"-"
29075;"Nerja";85.07;51131.79;22;4;51.1;21850;10721;21268;645;46.6;16.5;25.8;-5.2;5879;"Reino Unido";987;1490;113;176;55;"PARTIDO POPULAR";"22";"33";"2372";"821";"18.100000000000001";"23500";"19850"
29076;"Ojén";85.6;50596.41;310;3;53.8;4524;2329;4069;411;41.4;20.7;15.5;22.2;1132;"Reino Unido";458;705;28;33;19;"POR MI PUEBLO";"*";"-";"*";"-";"11.8";"25524";"21154"
29077;"Parauta";44.49;35740.07;813;1;89.5;280;147;258;22;47.5;17.5;22.9;12.4;16;"Cuba";26;39;4;3;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"9";"-";"-"
29079;"Periana";58.73;34125.01;551;17;43.2;3340;1726;3053;237;45.3;17.2;21.9;-9.2;431;"Reino Unido";153;238;26;36;10;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"26.3";"16475";"14558"
29080;"Pizarra";63.6;40687.58;86;4;31.8;9923;4972;8961;925;41.2;21.9;15.7;4.2;672;"Rumanía";363;548;81;80;36;"PARTIDO POPULAR";"*";"*";"*";"*";"20.8";"21043";"17963"
29081;"Pujerra";24.39;27547.74;776;1;92.6;274;136;276;3;51.9;10.6;31;-16;6;"Marruecos";22;29;0;4;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14.8";"-";"-"
29082;"Rincón de la Victoria";28.46;27688.38;3;4;12.4;51315;25062;46072;5228;40.7;23.2;14.5;22.7;3600;"Italia";2615;3442;355;277;224;"PARTIDO POPULAR";"5";"*";"616";"*";"14.4";"32546";"26192"
29083;"Riogordo";39.97;35371.02;381;1;36.5;2816;1477;2380;415;46.8;15.4;23.6;-11.1;410;"Reino Unido";117;190;13;31;14;"PARTIDO POPULAR";"-";"*";"-";"*";"18.7";"16858";"14995"
29084;"Ronda";397.66;166738.74;721;6;91.5;33372;16168;31599;1730;44;18.4;20;-6;1247;"Marruecos";1160;1182;191;330;124;"PARTIDO POPULAR";"43";"8";"2191";"150";"20.399999999999999";"25031";"20741"
29085;"Salares";10.28;20792.07;550;1;50.3;192;105;175;12;47.5;18.8;24;-25.8;19;"Reino Unido";14;20;2;1;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"25.3";"-";"-"
29086;"Sayalonga";18.29;27253.68;362;2;43.2;1626;859;952;695;51;12.6;30.6;4.9;737;"Reino Unido";159;203;4;6;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"25.3";"17592";"15242"
29087;"Sedella";31.6;35534.2;696;2;48.6;622;352;392;219;53.4;7.6;32.2;-16.5;207;"Reino Unido";83;105;1;4;2;"CON ANDALUCÍA";"-";"-";"-";"-";"21.3";"-";"-"
29904;"Serrato";29.19;32232.9;511;1;69.4;453;227;438;9;50.8;12.8;28.9;-11.2;14;"Marruecos";17;11;1;6;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"31.2";"-";"-"
29088;"Sierra de Yeguas";85.58;54182.38;449;2;82.8;3419;1704;3391;27;43.5;19.7;19.8;-3.5;92;"Reino Unido";102;127;28;30;10;"PARTIDO POPULAR";"*";"-";"*";"-";"18.2";"17683";"15490"
29089;"Teba";142.94;66292.53;532;2;67.9;3684;1845;3464;214;45;16.2;19.5;-9.7;76;"Reino Unido";131;97;24;38;11;"CON ANDALUCÍA";"-";"-";"-";"-";"25.1";"17267";"15255"
29090;"Tolox";94.43;45376.06;308;1;53;2363;1208;2092;255;45.4;19.5;22.6;-0.3;353;"Marruecos";136;183;23;25;8;"PARTIDO POPULAR";"*";"*";"*";"*";"20.5";"18857";"16549"
29901;"Torremolinos";19.9;24064.98;45;1;14.2;70345;35481;70433;1;43.6;19;18.3;-0.2;13555;"Marruecos";4759;6331;395;538;244;"PARTIDO POPULAR";"52";"19";"20808";"592";"17.3";"28197";"23054"
29091;"Torrox";50.02;34275.28;149;7;44.9;20831;10488;19213;1719;47.5;16.2;27.2;9.4;7454;"Reino Unido";992;2021;109;182;79;"PARTIDO POPULAR";"7";"*";"1425";"*";"18.399999999999999";"21585";"18344"
29092;"Totalán";9.2;16009.29;297;1;15.3;767;389;547;220;42.4;19.2;15.9;0.5;39;"Marruecos";16;34;4;4;2;"PARTIDO POPULAR";"-";"-";"-";"-";"22.2";"-";"-"
29093;"Valle de Abdalajís";21.17;20142.06;341;1;45.8;2456;1227;2063;378;47.6;15;24.9;-8.9;69;"Reino Unido";81;70;14;26;6;"PARTIDO POPULAR";"*";"*";"*";"*";"27.2";"15877";"14169"
29094;"Vélez-Málaga";157.8;97262.47;65;22;34;86364;42499;80584;4793;42.2;21;17.8;6.9;7882;"Marruecos";3160;4917;654;756;183;"PARTIDO POPULAR";"11";"7";"891";"196";"18.3";"24128";"20156"
29095;"Villanueva de Algaidas";70.5;43872.18;544;4;66.7;4101;2074;3928;185;45.6;17.8;22.5;-7.6;240;"Reino Unido";138;127;19;55;9;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"16.399999999999999";"16146";"14321"
29902;"Villanueva de la Concepción";67.35;45831.75;607;1;38.5;3299;1595;2641;661;43.8;18.6;18.8;-4.9;184;"Reino Unido";90;112;24;38;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"16.2";"17717";"15355"
29098;"Villanueva de Tapia";22.11;27430.62;655;1;63.3;1406;712;1340;65;48;14.9;25.4;-13;55;"Marruecos";41;39;8;23;5;"CON ANDALUCÍA";"-";"-";"-";"-";"16.100000000000001";"17283";"15225"
29096;"Villanueva del Rosario";43.94;33191.54;689;1;40.8;3347;1639;3084;264;46.1;17.1;23.7;-8.3;119;"Reino Unido";85;130;19;36;15;"PARTIDO POPULAR";"*";"*";"*";"*";"20.8";"18385";"15908"
29097;"Villanueva del Trabuco";59.14;30468.82;681;1;45.6;5380;2689;4515;845;43.8;19.2;19.3;-2.6;357;"Reino Unido";161;204;39;53;24;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"19";"17858";"15595"
29099;"Viñuela";27.2;34756.25;162;7;41.8;2054;1070;1485;574;50.8;14.7;32.6;3.2;895;"Reino Unido";201;194;4;27;5;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"21.2";"18693";"16294"
29100;"Yunquera";55.15;36030.93;679;1;57.8;2842;1447;2699;124;46.5;16;22.4;-9.5;105;"Reino Unido";106;114;18;27;8;"PARTIDO POPULAR";"-";"*";"-";"*";"27.6";"18412";"16173"
41001;"Aguadulce";13.69;18968.61;268;1;97.9;2047;1017;2036;10;42.7;21.4;19.3;-5.6;120;"Reino Unido";60;73;24;25;12;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"22.4";"17726";"15429"
41002;"Alanís";281.21;86637.81;670;1;93.2;1674;832;1640;35;46.1;16;21.4;-9.1;37;"Italia";37;47;13;20;3;"PARTIDO POPULAR";"-";"*";"-";"*";"28.2";"17162";"15026"
41003;"Albaida del Aljarafe";10.93;15552.4;163;1;17.4;3259;1605;3252;2;38;25.3;11.8;8.3;64;"Rumanía";138;133;26;24;18;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.600000000000001";"19670";"16827"
41004;"Alcalá de Guadaíra";284.82;104391.07;37;18;16.1;76829;38087;75085;1462;40.8;23.1;15.6;3;1729;"Marruecos";1872;2657;472;607;317;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"22.5";"27198";"22024"
41005;"Alcalá del Río";82.65;62889.1;32;4;15.6;12304;6233;12113;175;40.3;23.2;15.4;7;271;"Rumanía";514;502;87;101;50;"CON ANDALUCÍA";"-";"*";"-";"*";"20.8";"22471";"19007"
41006;"Alcolea del Río";50.2;37769.09;32;1;44.6;3310;1650;3269;38;42.7;20.5;18.3;-3.4;24;"Nicaragua";60;75;30;39;14;"PLATAFORMA INDEPENDIENTE DE ALCOLEA";"-";"-";"-";"-";"21.3";"17210";"15074"
41008;"Algámitas";20.43;21575.37;420;1;98.9;1249;648;1239;12;44.4;18.3;21;-5.6;37;"Argelia";60;62;8;18;3;"PARTIDO POPULAR";"-";"*";"-";"*";"25.9";"16232";"14497"
41009;"Almadén de la Plata";256.02;83288.13;451;1;63.4;1328;692;1285;39;47.5;13.9;25.9;-14.6;42;"Portugal";52;60;9;22;6;"PARTIDO POPULAR";"-";"*";"-";"*";"21.5";"18217";"15957"
41010;"Almensilla";14.19;19680.05;44;2;16;6565;3268;6469;68;38.9;24.6;12.1;11.1;108;"Colombia";336;441;41;23;34;"POR ALMENSILLA";"-";"-";"-";"-";"18.5";"24906";"20718"
41011;"Arahal";201.23;79306.96;113;15;45.6;19510;9672;19155;336;41.6;22.1;17.2;-0.2;237;"Marruecos";309;333;149;169;86;"CON ANDALUCÍA";"*";"5";"*";"188";"18.3";"20390";"17442"
41012;"Aznalcázar";450.21;139577.49;65;2;26.7;4853;2478;4518;302;40.6;23.5;15.8;9.5;272;"Marruecos";199;359;35;38;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"21.4";"20274";"17370"
41013;"Aznalcóllar";199.11;69062.8;137;1;35;6081;3085;6030;27;41.6;21.2;17.5;-2.9;112;"Marruecos";125;165;51;61;35;"CON ANDALUCÍA";"-";"-";"-";"-";"25.6";"20318";"17515"
41014;"Badolatosa";47.78;50437.72;219;2;129.4;3096;1602;2908;181;41.4;20.6;15.9;-3.2;57;"Reino Unido";94;71;16;32;8;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.9";"15801";"14041"
41015;"Benacazón";32.2;37644.34;121;1;19.8;7344;3702;7312;12;39.1;25.1;13.9;4.5;150;"Rumanía";235;270;72;45;33;"PARTIDO POPULAR";"*";"*";"*";"*";"21.9";"21173";"18102"
41016;"Bollullos de la Mitación";62.57;63117.24;89;3;15.7;11162;5539;11045;115;39;26;12.8;14.1;422;"Rumanía";501;542;60;76;40;"CON ANDALUCÍA";"-";"*";"-";"*";"17.3";"28004";"22824"
41017;"Bormujos";12.27;19575.72;101;1;8.4;22809;11268;22707;73;38.3;26.7;10.7;10.8;778;"Marruecos";1066;1277;149;103;89;"PARTIDO POPULAR";"*";"-";"*";"-";"16.2";"35514";"27820"
41018;"Brenes";21.48;26981.85;18;1;22.4;12815;6365;12722;82;41.1;21.7;15.7;-1.4;851;"Rumanía";412;609;89;104;46;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"19";"20626";"17647"
41019;"Burguillos";43.18;28684.01;77;1;23.4;7101;3574;7046;52;38.2;24.7;11.9;6.9;295;"Marruecos";369;551;68;45;35;"PARTIDO POPULAR";"-";"-";"-";"-";"21.8";"20616";"17699"
41021;"Camas";11.66;16944.49;8;1;4.6;28181;13822;28154;3;42.7;20.4;17.8;3.6;1177;"Marruecos";1316;2077;214;222;124;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"23.8";"25143";"20770"
41023;"Cantillana";107.11;47765.75;25;4;32.4;10801;5434;10535;247;41.2;21.5;16.2;-1.6;829;"Rumanía";339;436;90;95;43;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"20.9";"19224";"16507"
41901;"Cañada Rosal";25.83;35860.03;155;1;80.9;3394;1684;3382;9;42.3;20.8;18;3.3;22;"Nicaragua";71;88;32;31;13;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.3";"18003";"15557"
41024;"Carmona";923.62;158148.09;234;35;34.5;29698;15053;28516;1035;43.1;19.8;18.1;1.6;826;"Rumanía";853;1204;196;268;111;"PARTIDO POPULAR";"6";"5";"415";"176";"20.8";"23498";"19647"
41025;"Carrión de los Céspedes";6.04;10841.17;99;1;32.1;2594;1258;2597;0;43.7;19.4;18.9;0.1;76;"Rumanía";75;123;20;31;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21.9";"21110";"17970"
41026;"Casariche";52.88;34406.86;303;1;121.1;5306;2717;4826;479;43;19.4;18.7;-5.7;186;"Marruecos";99;86;40;48;20;"CON ANDALUCÍA";"-";"-";"-";"-";"21.4";"21609";"18266"
41027;"Castilblanco de los Arroyos";323.84;97553.76;326;6;35.6;5152;2602;4941;166;44.9;17.9;20.3;-1.1;134;"Rumanía";214;347;21;63;28;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"25";"18723";"16231"
41028;"Castilleja de Guzmán";2.04;6144.42;133;1;7;2881;1478;2874;0;39;24;9.4;1.3;55;"Rumanía";168;161;21;13;10;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.399999999999999";"31852";"25591"
41029;"Castilleja de la Cuesta";2.16;6566.49;98;1;6.2;17196;8327;17167;0;42.3;20.7;18.3;-1.6;772;"Marruecos";917;904;127;146;69;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"19.2";"25610";"21199"
41030;"Castilleja del Campo";16.29;17651.13;119;2;33.9;625;314;618;4;44.8;17.1;20.5;-2.8;37;"Rumanía";39;39;4;6;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20";"-";"-"
41032;"Cazalla de la Sierra";356.39;104159.35;584;5;77.7;4666;2297;4442;218;45.5;17.2;21.8;-7.5;100;"Marruecos";140;122;27;49;18;"PARTIDO POPULAR";"*";"-";"*";"-";"23.4";"19551";"16784"
41033;"Constantina";481.57;114600.86;555;1;72.6;5740;2842;5486;256;45.5;16.7;21.3;-9.6;96;"Rumanía";157;157;39;67;25;"PARTIDO POPULAR";"-";"*";"-";"*";"23.5";"18413";"15919"
41034;"Coria del Río";62.06;42613.49;7;2;14.4;30916;15319;30309;578;40.9;22.1;15.6;2.7;1025;"Marruecos";1047;1241;212;257;119;"UNIÓN ANDALUCISTA";"*";"-";"*";"-";"23.3";"21490";"18210"
41035;"Coripe";51.47;41522.62;323;1;76.8;1215;584;1160;55;48.6;15.2;26.8;-12.7;13;"Reino Unido";37;48;7;25;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"19.5";"17411";"15318"
41038;"Dos Hermanas";160.48;73055.4;41;4;14.4;138991;68059;133999;4982;40.3;23.2;14.8;6.8;3546;"Marruecos";3617;4866;1058;876;620;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"20.3";"28001";"22823"
41039;"Écija";978.51;242723.48;103;9;86.6;39636;19495;38841;689;42;21.1;17.7;-2.3;968;"Rumanía";856;754;307;331;173;"PARTIDO POPULAR";"8";"*";"312";"*";"23.2";"21843";"18422"
41031;"El Castillo de las Guardas";259.08;82736.03;349;14;52.9;1505;799;1402;98;48.2;14.3;24.9;-2.9;68;"Marruecos";68;72;3;9;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"19.600000000000001";"19873";"17106"
41036;"El Coronil";91.69;61870.36;133;1;50.9;4684;2358;4643;47;45.1;18;21;-6;124;"Marruecos";113;105;31;54;13;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"22";"19583";"16939"
41903;"El Cuervo de Sevilla";30.47;30046.74;59;1;66;8640;4349;8163;472;41.4;20.9;15.6;-0.6;266;"Marruecos";212;240;57;56;37;"PARTIDO POPULAR";"*";"*";"*";"*";"26.8";"17635";"15403"
41043;"El Garrobo";44.37;32429.57;266;2;35.1;824;419;787;38;44.4;16.6;18.1;5.7;25;"Paraguay";48;54;3;6;5;"CON ANDALUCÍA";"*";"*";"*";"*";"23.2";"-";"-"
41057;"El Madroño";103.07;61220.07;357;5;68.7;297;149;279;18;54;10.1;37.7;-10.5;0;"-";1;10;1;4;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.600000000000001";"-";"-"
41904;"El Palmar de Troya";33.04;43287.34;21;1;45.7;2322;1157;2256;69;42.4;20;18.3;-3.3;172;"Alemania";62;50;16;22;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"23.9";"15539";"13961"
41073;"El Pedroso";314.34;85582.31;408;1;63.8;2055;1016;1970;84;46.2;16.5;21.2;-7.1;35;"Rumanía";66;84;11;24;8;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"24.9";"18890";"16397"
41080;"El Real de la Jara";157.5;65838.55;461;1;78.8;1523;768;1510;13;44.9;17;21.5;-7.1;38;"Marruecos";45;65;10;19;6;"100% EL REAL DE LA JARA";"-";"*";"-";"*";"24.7";"17952";"15622"
41083;"El Ronquillo";76.61;54632.2;335;1;51;1437;731;1386;55;46.3;17.7;24.4;3.1;23;"Reino Unido";73;60;8;18;6;"CON ANDALUCÍA";"-";"-";"-";"-";"21.5";"20132";"17109"
41084;"El Rubio";20.8;23830.35;204;1;100.1;3316;1661;3296;9;44.2;17.4;20.2;-6.2;82;"Rumanía";107;86;23;36;20;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.100000000000001";"16772";"14601"
41090;"El Saucejo";92.3;67543.79;534;3;102.3;4242;2117;4207;39;44.4;18.8;20.8;-5.6;104;"Rumanía";99;116;28;56;10;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"22.2";"17146";"15068"
41102;"El Viso del Alcor";19.92;19929.82;145;1;25.9;19262;9564;18862;403;40.5;23.3;15.8;0.9;513;"Marruecos";433;478;159;148;75;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.399999999999999";"21693";"18342"
41040;"Espartinas";22.77;37924.24;127;8;12.6;16548;8307;16385;120;38.1;26.9;10.6;15.4;764;"Marruecos";928;1065;109;94;71;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"14.6";"36187";"28524"
41041;"Estepa";189.95;124652.14;532;2;109.7;12383;6106;12247;126;41.6;21;16.1;-2.2;457;"Marruecos";349;362;104;110;61;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"13.6";"19755";"16844"
41042;"Fuentes de Andalucía";150.22;71355.72;173;2;61.5;7228;3588;7145;72;44.6;18.2;21.5;-1.9;159;"Marruecos";127;215;59;69;38;"CON ANDALUCÍA";"-";"-";"-";"-";"21.2";"19151";"16548"
41044;"Gelves";8.29;20239.06;5;2;8.2;10405;5154;10381;7;40.1;22.1;12.6;8.5;305;"Italia";558;631;75;50;40;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.7";"33776";"26424"
41045;"Gerena";130.03;59126.79;93;1;23.7;7835;3887;7803;30;41.1;22.7;16.1;8.2;188;"Venezuela";213;314;57;63;36;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"21.8";"24305";"20140"
41046;"Gilena";50.96;49640.49;464;1;105.4;3692;1875;3609;77;43.1;19.4;18;-5.5;94;"Marruecos";48;56;14;39;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"16.8";"18954";"16190"
41047;"Gines";2.9;7258.95;117;1;8.5;13516;6619;13481;0;41.3;22.1;15.7;1.5;371;"Marruecos";664;698;73;82;48;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"15.2";"36161";"28758"
41048;"Guadalcanal";275.16;99111.26;665;1;99.4;2548;1281;2520;25;46.6;16.2;23.6;-10.6;59;"Rumanía";77;58;8;32;5;"PARTIDO POPULAR";"-";"-";"-";"-";"24.5";"17521";"15367"
41049;"Guillena";226.83;81687.64;20;6;19.9;13735;6944;13405;277;39.4;24.2;13.2;9.4;502;"Rumanía";469;885;96;79;74;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"23.9";"24158";"20075"
41050;"Herrera";53.47;38421.27;247;1;113.5;6547;3260;6489;55;42.6;20.3;18.4;-0.4;194;"Marruecos";99;155;73;63;20;"PARTIDO POPULAR";"-";"*";"-";"*";"16.2";"19403";"16709"
41051;"Huévar del Aljarafe";57.67;49713.16;67;4;27.5;3294;1680;3260;29;41.1;21.2;14.9;17.8;91;"Rumanía";119;203;25;26;17;"PARTIDO POPULAR";"-";"*";"-";"*";"19.100000000000001";"22529";"19047"
41902;"Isla Mayor";114.51;60769.13;3;2;40.9;5751;2858;5694;47;42.3;20.1;17.4;-3;166;"Rumanía";120;141;39;49;20;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"22.4";"15881";"13980"
41007;"La Algaba";18.13;28285.51;9;2;9.8;16688;8230;16308;310;40.6;23;15.3;4.7;466;"Rumanía";485;615;145;148;67;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"23.9";"22933";"19365"
41022;"La Campana";126.13;48054.12;132;1;58.1;5139;2574;5084;53;43.6;19.3;19.8;-6.1;106;"Rumanía";114;109;27;57;18;"JUNTOS POR LA CAMPANA";"-";"*";"-";"*";"19.899999999999999";"16234";"14348"
41056;"La Luisiana";42.98;36229.89;166;2;70.9;4614;2314;4547;61;42.6;20.5;18.2;-1.4;71;"Nicaragua";103;131;35;41;13;"UNIÓN LOCAL";"-";"*";"-";"*";"21.4";"20160";"17317"
41077;"La Puebla de Cazalla";189.84;60773.24;172;1;68.5;10884;5427;10762;122;42.3;21.6;18.3;-5.7;263;"Marruecos";269;281;83;112;51;"CON ANDALUCÍA";"-";"-";"-";"-";"20.399999999999999";"18924";"16396"
41078;"La Puebla de los Infantes";154.28;52855.47;230;1;79.8;2953;1445;2869;97;44.7;19;21.9;-5.3;64;"Rumanía";80;65;22;32;12;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"23.6";"15988";"14224"
41079;"La Puebla del Río";375.14;159027.46;20;2;16.8;11854;5824;11054;808;41.7;21.4;16.7;-3.2;310;"Marruecos";406;430;83;83;65;"PARTIDO DE LA PUEBLA";"-";"-";"-";"-";"25.4";"21629";"18131"
