"CodMun";"Municipio";"Extensión superficial (Km2). 2019";"Perímetro (m). 2019";"Altitud sobre el nivel del mar (m). 2019";"Número de núcleos que componen el municipio. 2023";"Distancia a la capital (Km). 2019";"Población total. 2023";"PobHombres23";"PobNucleos23";"PobDiseminados23";"EdadMedia22";"Porcentaje de población menor de 20 años. 2023";"Porcentaje de población mayor de 65 años. 2023";"Variación relativa de la población en diez años (%). 2012-2022";"Número de extranjeros. 2022";"Principal procedencia de los extranjeros residentes. 2022";"Emigraciones. 2022";"Inmigraciones. 2022";"Nacimientos. 2023";"Defunciones. 2023";"Matrimonios. 2023";"Alcaldía. 2023";"Hoteles. 2023";"Hostales y pensiones. 2023";"Plazas en hoteles. 2023";"Plazas en hostales y pensiones. 2023";"Tasa municipal de desempleo (%). 2023";"Renta bruta media. 2022";"Renta disponible media. 2022"
18099;"Huétor de Santillán";93.2;54608.39;1025;3;11.6;1935;989;1622;307;44.6;17;17.6;4.7;54;"Argentina";96;102;14;9;8;"PARTIDO POPULAR";"-";"-";"-";"-";"18.7";"26277";"21652"
18100;"Huétor Tájar";39.92;45861.72;484;2;43.7;10689;5394;10503;170;41.4;20.6;15.8;4.6;745;"Bolivia";378;501;65;104;28;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"15.9";"17912";"15604"
18101;"Huétor Vega";4.23;9525.02;751;1;4.7;12150;6068;12159;0;42.1;20.1;15.6;2;436;"Marruecos";664;703;78;86;39;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"16";"29681";"23996"
18102;"Íllora";197.3;77512.95;776;6;32.7;9934;5028;9629;322;44.5;18.1;21.1;-6.5;272;"Marruecos";326;292;65;107;27;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"21";"17158";"15112"
18103;"Ítrabo";19;24282.87;388;1;62.3;993;492;841;119;46;16.6;21.8;-12.4;143;"Rumanía";69;108;6;10;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"22";"-";"-"
18105;"Iznalloz";247.45;138257.93;803;5;29.6;5189;2658;5058;103;39.4;25.6;15.9;-2.7;172;"Marruecos";201;208;72;46;13;"PARA LA GENTE";"*";"*";"*";"*";"31.7";"16267";"14429"
18106;"Játar";9.76;15711.91;973;1;48.5;589;322;529;53;44.4;17.1;18.5;-10.5;106;"Bolivia";38;40;4;8;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"12.9";"-";"-"
18107;"Jayena";79.47;41031.24;914;1;41.1;1002;527;985;8;47.6;13.6;24.7;-12.4;14;"Marruecos";45;44;6;18;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"24";"-";"-"
18108;"Jérez del Marquesado";82.69;49323.39;1237;1;66.7;981;494;971;12;49.3;13.7;27.2;-9.9;28;"Rumanía";33;73;3;11;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"25.8";"-";"-"
18109;"Jete";13.9;18869.87;139;1;61.1;992;531;791;203;46.3;11.7;19.1;10.9;327;"Rumanía";66;57;4;12;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.7";"-";"-"
18111;"Jun";3.69;8579.41;764;1;5.8;4083;2084;3953;108;38.6;25.5;11.1;12.2;148;"Rumanía";221;276;38;10;7;"PARTIDO POPULAR";"-";"-";"-";"-";"17.2";"27417";"22413"
18112;"Juviles";14.97;16409.59;1258;1;88.3;152;81;135;11;50.9;14.5;26.3;-17.8;24;"Rumanía";12;29;2;2;0;"PARTIDO POPULAR";"-";"-";"-";"-";"22.7";"-";"-"
18114;"La Calahorra";39.42;49816.87;1194;1;67.8;681;352;677;6;50;12.6;28.5;-13.2;27;"República Dominicana";29;44;2;9;5;"PARTIDO POPULAR";"*";"*";"*";"*";"22.4";"-";"-"
18126;"La Malahá";25.41;29197.8;710;1;15.3;1850;935;1845;0;43.4;19.6;18.1;-1.5;55;"Marruecos";88;120;12;17;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.399999999999999";"18447";"16167"
18154;"La Peza";101.21;64759.21;996;2;37.8;1135;586;1109;19;46.1;18.3;24.1;-11.1;17;"Marruecos";62;49;9;15;4;"PARTIDO POPULAR";"-";"-";"-";"-";"26.4";"16623";"14783"
18901;"La Taha";25.57;31156.31;1251;7;68.8;787;389;660;109;49.6;13.9;28;-6.6;162;"Reino Unido";51;81;6;6;1;"UNIÓN DE CIUDADANOS INDEPENDIENTES";"*";"-";"*";"-";"18.8";"-";"-"
18193;"La Zubia";20.09;23835.41;745;3;6.5;19900;9844;19796;89;41.5;20.6;15.2;6.6;854;"Marruecos";1017;1297;121;126;75;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"18.5";"26371";"21736"
18115;"Láchar";13.11;16610.8;557;2;22.9;3755;1911;3743;12;39.9;21.6;14;14.1;203;"Marruecos";241;343;35;26;21;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"23.6";"18631";"16130"
18116;"Lanjarón";60.33;49723.06;656;1;45.5;3681;1849;3253;411;46.7;15.4;22.9;-5.5;370;"Reino Unido";176;258;21;39;11;"PARTIDO POPULAR";"12";"*";"1141";"*";"21.4";"19961";"17164"
18117;"Lanteira";52.74;46143.29;1273;1;70.7;555;296;550;5;48.4;14.6;28.1;-0.7;12;"Ecuador";38;26;1;9;0;"PARTIDO POPULAR";"-";"-";"-";"-";"21.5";"-";"-"
18905;"Las Gabias";39.03;29858.17;678;6;8.5;23008;11617;22823;6;38.3;23.4;10.6;21.4;1086;"Marruecos";1525;2012;206;107;136;"PARTIDO POPULAR";"-";"-";"-";"-";"19.2";"23833";"19983"
18119;"Lecrín";40.46;37456.69;709;7;31.8;2264;1149;2188;70;48.6;13.8;26.3;-3.2;277;"Reino Unido";111;158;12;22;10;"PARTIDO POPULAR";"-";"-";"-";"-";"17.8";"20375";"17570"
18120;"Lentegí";23.74;25889.66;632;1;54.5;348;175;315;24;48.6;13.5;27.6;0.6;19;"Reino Unido";20;25;3;2;0;"UNIÓN ANDALUCISTA";"-";"-";"-";"-";"25.4";"-";"-"
18121;"Lobras";16.04;22138.6;918;2;83.1;143;71;121;28;51.5;6.3;25.9;-15.1;20;"Marruecos";11;22;2;0;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"-";"-";"-"
18122;"Loja";447.29;129378.16;486;16;53.9;20549;10266;19411;1169;43.1;20.3;18.6;-4.4;1245;"Marruecos";685;810;176;217;60;"PARTIDO POPULAR";"7";"*";"669";"*";"18.5";"19392";"16677"
18906;"Los Guájares";89.25;44465.59;323;3;52.3;1169;627;997;160;51.8;10;29;-6;148;"Reino Unido";83;153;4;13;3;"PARTIDO POPULAR";"-";"-";"-";"-";"20.8";"15267";"13855"
18123;"Lugros";63.23;44123.48;1248;1;55.4;308;158;305;0;53.6;10.4;35.7;-10.6;4;"se";18;22;0;4;0;"PARTIDO POPULAR";"-";"-";"-";"-";"18.2";"-";"-"
18124;"Lújar";36.83;34840.48;511;2;69.7;483;264;241;239;49.1;10.1;27.1;-6.9;121;"Marruecos";50;54;3;4;1;"PARTIDO POPULAR";"-";"-";"-";"-";"11.6";"-";"-"
18127;"Maracena";4.89;9878.63;658;1;5.4;22364;10896;22121;154;41.2;21.8;15;3.6;1162;"Marruecos";1288;1325;148;154;71;"PARTIDO POPULAR";"-";"-";"-";"-";"19.3";"24066";"20204"
18128;"Marchal";7.84;17064.16;937;1;48.7;412;194;400;11;45.5;23.1;22.6;-7.2;16;"Honduras";24;24;9;4;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"24.3";"-";"-"
18132;"Moclín";113.04;57873.72;1005;7;29.5;3567;1786;3418;140;48.2;13.2;25.5;-14.2;176;"Reino Unido";161;124;20;46;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"21.5";"16402";"14650"
18133;"Molvízar";21.45;22195.93;235;1;63.4;2794;1446;2365;387;44.7;17.7;20.6;-15.1;308;"Rumanía";139;180;20;32;13;"COALICIÓN DE CENTRO DEMOCRÁTICO";"-";"*";"-";"*";"26.3";"16475";"14566"
18134;"Monachil";88.85;50167.13;806;3;12.5;8360;4246;8133;216;41.7;19.6;14.9;10.5;471;"Italia";564;721;69;46;43;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"18";"*";"2588";"*";"18.399999999999999";"28191";"23104"
18135;"Montefrío";253.77;67509.11;838;2;49.3;5371;2816;4059;1317;46.4;15.8;23.9;-10.7;462;"Marruecos";217;250;44;57;17;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"16.399999999999999";"15214";"13761"
18136;"Montejícar";87.66;41159.49;1132;1;53.7;2046;1056;2020;19;45.5;17.2;22.6;-13.3;12;"Marruecos";76;51;18;25;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.600000000000001";"14173";"12895"
18137;"Montillana";75.12;59956.93;1016;2;45.1;1075;582;898;171;48.3;10.1;24.3;-21.9;78;"Rumanía";80;79;3;12;5;"PARTIDO POPULAR";"-";"-";"-";"-";"16";"15400";"14087"
18138;"Moraleda de Zafayona";48.12;41391.12;623;2;35.9;3135;1583;2599;531;44.3;18.2;20.6;-4.4;140;"Reino Unido";107;133;17;37;13;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"18.100000000000001";"18090";"15776"
18909;"Morelábor";38.53;35613.44;1084;2;49.3;587;314;583;2;48.9;14;29.3;-21.6;8;"El Salvador";25;26;7;11;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"25.2";"-";"-"
18140;"Motril";102.98;55938.59;37;10;61.1;59199;29064;57352;1587;41.5;21.6;16.6;0.5;5630;"Rumanía";2161;2360;428;500;187;"PARTIDO POPULAR";"8";"8";"1304";"267";"19.8";"22911";"19294"
18141;"Murtas";71.64;50993.31;1116;3;95.7;458;257;350;108;51.7;10.9;29.9;-25.4;44;"Reino Unido";49;55;2;9;2;"PARTIDO POPULAR";"-";"-";"-";"-";"22.9";"-";"-"
18903;"Nevada";77.25;50088.95;1010;4;96;1103;570;1044;61;48;14.8;25;-6.2;94;"Reino Unido";62;91;4;19;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"29.2";"18809";"16347"
18143;"Nigüelas";30.9;30976.84;934;1;29.2;1225;623;1143;85;46.1;17.2;20.3;1.8;115;"Reino Unido";69;78;8;10;6;"AVANZA NIGÜELAS";"*";"-";"*";"-";"18.5";"20178";"17296"
18144;"Nívar";11.17;19492.56;1040;1;11.4;1095;561;1070;23;41.9;22.2;14.6;17.3;30;"Francia";72;70;3;7;3;"GRUPO INDEPENDIENTE DE NÍVAR";"-";"-";"-";"-";"16.399999999999999";"26267";"21790"
18145;"Ogíjares";6.9;11812.4;721;1;6.8;14805;7349;14781;22;41;21.9;15.1;9.1;608;"Marruecos";869;1040;123;69;49;"PARTIDO POPULAR";"*";"-";"*";"-";"17.3";"29604";"24014"
18146;"Orce";324.71;80632.53;927;3;136.1;1147;557;1073;74;49;13.7;24.1;-11.8;121;"Reino Unido";76;95;7;26;5;"PARA LA GENTE";"-";"*";"-";"*";"20";"16717";"14745"
18147;"Órgiva";134.04;56868.55;460;5;53.7;5787;2894;3874;1835;45.4;17;21.1;0.3;1547;"Reino Unido";471;425;47;61;10;"PARTIDO POPULAR";"*";"*";"*";"*";"27.4";"20578";"17462"
18148;"Otívar";57.43;43895.37;266;1;57.9;1048;547;1034;0;46;15.5;20.2;-16.5;121;"Marruecos";59;95;11;8;3;"PARTIDO POPULAR";"-";"-";"-";"-";"14.7";"16106";"14303"
18150;"Padul";89.09;49097.17;755;3;19.4;9448;4725;9137;299;42.2;20.4;17;8;433;"Marruecos";323;582;82;70;50;"PARA LA GENTE";"-";"*";"-";"*";"20.399999999999999";"22395";"19060"
18151;"Pampaneira";17.46;31750.76;1056;1;64.8;313;158;262;48;44.4;15;19.2;-7.3;29;"Reino Unido";25;20;3;2;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"20.9";"-";"-"
18152;"Pedro Martínez";136.77;63511.08;1035;1;61.2;1161;581;1128;32;45;20.7;23.7;-11.9;23;"Marruecos";50;90;12;21;8;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"31.2";"14043";"12912"
18153;"Peligros";10.14;16517.08;689;2;7.6;11668;5791;11602;74;40.5;22.5;14.9;5.1;272;"Marruecos";533;584;87;87;34;"PARTIDO GANEMOS PELIGROS";"*";"-";"*";"-";"19";"25640";"21224"
18157;"Pinos Genil";13.98;16571.85;774;2;9.7;1598;815;1572;23;41.6;21.1;15.8;8.6;71;"Marruecos";63;114;12;7;11;"PINOS GENIL INDEPENDIENTE";"*";"-";"*";"-";"16.2";"24101";"20294"
18158;"Pinos Puente";92.88;94520.92;578;6;16.9;9694;4839;9494;170;42.9;21;19.5;-10.7;210;"Marruecos";426;310;93;129;28;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"35.5";"16614";"14612"
18159;"Píñar";125.63;64400.39;914;2;40.1;1110;603;1000;99;46.5;13.2;21;-13.8;47;"Senegal";87;72;5;10;3;"PARA LA GENTE";"-";"-";"-";"-";"22.3";"15866";"14372"
18161;"Polícar";5.37;11931.61;1154;1;50.5;277;150;269;5;50;11.2;26.7;19.1;9;"Colombia";18;33;0;3;1;"PARTIDO POPULAR";"-";"-";"-";"-";"19.8";"-";"-"
18162;"Polopos";26.52;24810.98;2;6;82.6;1661;912;1583;61;42.1;16.3;16.7;-17.1;578;"Marruecos";131;163;16;8;2;"PARTIDO POPULAR";"-";"*";"-";"*";"11.4";"18176";"15840"
18163;"Pórtugos";20.81;24237.36;1320;1;67.4;387;199;340;48;46;15.5;23;9.1;33;"Ucrania";31;21;1;6;2;"PARTIDO POPULAR";"*";"-";"*";"-";"15.4";"-";"-"
18164;"Puebla de Don Fadrique";522.97;110714.26;1159;2;160.9;2218;1129;2110;97;44.8;20;21.6;-8.2;135;"Marruecos";85;127;21;25;8;"PARTIDO POPULAR";"*";"*";"*";"*";"18.3";"16256";"14330"
18165;"Pulianas";6.33;13007.82;729;4;5.9;5577;2788;5433;126;40.3;22.1;13.7;5.1;107;"Marruecos";301;352;39;27;24;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"22.3";"22255";"18914"
18167;"Purullena";21.17;30910.28;912;2;46.1;2327;1175;2274;39;42;21.4;18.3;-3.1;65;"Marruecos";110;93;15;22;13;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"26.4";"18814";"16261"
18168;"Quéntar";66.44;43629.97;848;2;14.2;960;501;889;67;47.3;14;24.9;-3.7;51;"Brasil";55;45;5;14;0;"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"*";"-";"*";"-";"22.9";"-";"-"
18170;"Rubite";28.48;29349.5;794;5;69.3;417;243;288;118;50.5;6.5;26.6;-19.4;84;"Reino Unido";48;60;2;5;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.2";"-";"-"
18171;"Salar";84.3;42954.3;537;1;47.9;2616;1311;2552;65;43.4;20.4;19.7;-5.3;59;"Reino Unido";74;90;8;31;10;"PARA LA GENTE";"-";"-";"-";"-";"20.7";"15891";"14121"
18173;"Salobreña";34.88;34099.58;68;9;63.7;12567;6260;12122;440;44.6;18.1;20.9;-1.1;1444;"Rumanía";601;756;65;101;38;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"7";"*";"160";"21.1";"22581";"19115"
18174;"Santa Cruz del Comercio";16.88;20556.84;742;2;43.1;527;275;483;47;47.2;14.4;24.1;-7.7;43;"Reino Unido";22;15;5;8;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14";"-";"-"
18175;"Santa Fe";38.17;31399.9;581;3;12.2;15133;7449;14809;296;42.5;20.8;18.1;-1.8;642;"Marruecos";685;783;101;131;56;"PARTIDO POPULAR";"*";"*";"*";"*";"26.5";"22302";"18787"
18176;"Soportújar";14.15;25374.61;927;1;60.1;290;156;252;31;53;8.3;28.3;-11.1;24;"Reino Unido";23;44;2;6;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"11.3";"-";"-"
18177;"Sorvilán";34.3;30492.19;758;4;77.5;524;288;505;19;49;11.5;27.1;-7.3;124;"Marruecos";49;39;4;7;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19";"-";"-"
18178;"Torre-Cardela";15.18;22840.42;1215;1;51.5;740;390;736;0;52.5;9.7;33.8;-22.9;3;"se";42;73;6;19;1;"PARTIDO POPULAR";"-";"-";"-";"-";"19.8";"-";"-"
18916;"Torrenueva Costa";6.47;11320.91;1;1;66.3;3113;1650;3018;97;42.9;17.2;17.3;15;678;"Rumanía";243;340;20;22;9;"GRUPO INDEPENDIENTE POR LA AUTONOMIA MUNICIPAL DE TORRENUEVA";"-";"-";"-";"-";"15.6";"19513";"16854"
18179;"Torvizcón";51.36;42368.86;667;1;67;622;329;464;154;49.8;11.9;31;-11.7;109;"Reino Unido";44;28;3;11;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"31.7";"-";"-"
18180;"Trevélez";90.89;42179.81;1543;1;78.6;703;371;693;9;47.4;12.5;24.5;-10.4;25;"Marruecos";38;29;3;8;2;"PARTIDO POPULAR";"*";"*";"*";"*";"16.399999999999999";"-";"-"
18181;"Turón";55.53;38205.02;699;1;103.4;219;130;157;62;53.7;4.6;35.2;-18.7;44;"Reino Unido";25;9;3;3;0;"PARTIDO POPULAR";"-";"-";"-";"-";"10.199999999999999";"-";"-"
18182;"Ugíjar";66.9;50501.27;547;5;99.7;2575;1292;2458;116;44.3;20.2;22.3;-3.3;219;"Marruecos";120;146;27;35;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"24.9";"16976";"14837"
18914;"Valderrubio";5.53;11672.23;545;1;22.5;2058;1020;2043;17;43.2;21.1;19.7;-4.1;25;"Colombia";60;74;10;17;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.3";"19199";"16707"
18907;"Valle del Zalabí";108.6;67687.11;1002;4;57.5;2120;1076;2049;67;46.2;19.1;24.5;-7.7;68;"Marruecos";99;146;14;27;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19";"18432";"16098"
18183;"Válor";58.52;38672.93;909;3;103.6;688;363;643;33;50.8;11.8;30.2;-2.2;69;"Marruecos";69;66;3;12;1;"PARTIDO POPULAR";"-";"*";"-";"*";"23.9";"-";"-"
18911;"Vegas del Genil";14.14;23734.98;618;4;6.8;12168;6179;12047;118;36.3;29;8.7;22.4;374;"Bolivia";604;857;97;48;48;"PARTIDO POPULAR";"-";"-";"-";"-";"17.100000000000001";"24412";"20439"
18184;"Vélez de Benaudalla";79.05;41286.23;175;2;48.7;3013;1545;2753;260;45.2;16.2;20.7;0.6;331;"Rumanía";179;227;16;35;15;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"19.600000000000001";"20884";"17829"
18185;"Ventas de Huelma";42.41;35989.52;864;2;25;656;363;632;19;47.2;12.8;22;-8.9;31;"Marruecos";30;42;4;6;5;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.8";"-";"-"
18149;"Villa de Otura";24.32;25230.07;779;1;10.7;7494;3777;7353;113;42;21.3;16.4;6.5;345;"Reino Unido";434;547;47;49;28;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"18.100000000000001";"32194";"25966"
18908;"Villamena";20.17;21754.8;765;2;25.6;986;510;933;53;46.2;16;21;-7.2;62;"Reino Unido";39;79;3;12;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"23.7";"-";"-"
18187;"Villanueva de las Torres";66.84;55379.2;644;1;74.5;535;300;521;6;49.2;11;27.9;-23.4;10;"Bélgica";43;35;2;6;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"32.4";"-";"-"
18188;"Villanueva Mesía";11.18;17692.56;495;1;41.3;2008;982;1935;74;44.3;19.1;20.2;-3.7;34;"Francia";64;50;12;23;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"15";"17557";"15225"
18189;"Víznar";12.99;22396.01;1079;1;9.1;1004;525;965;38;43.1;19.4;17.5;5.3;47;"Nicaragua";38;53;3;11;10;"PARA LA GENTE";"-";"-";"-";"-";"13.5";"26914";"21909"
18192;"Zafarraya";57.83;33632.66;893;2;63;2220;1199;2107;50;42.6;22.8;18;0.5;545;"Marruecos";193;203;22;28;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"12.1";"17131";"15149"
18913;"Zagra";11.33;16930.86;685;1;64.5;868;449;828;37;45.3;17.5;22.8;-0.6;124;"Marruecos";115;65;6;11;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.399999999999999";"-";"-"
18194;"Zújar";102.04;62625.68;767;1;96.3;2561;1307;2429;139;47;16.4;23.4;-16.3;245;"Rumanía";137;171;18;38;2;"AGRUPACION DE ELECTORES GENTE DE ZÚJAR";"-";"*";"-";"*";"20.3";"16809";"14904"
21001;"Alájar";41.53;33080.07;577;4;94.2;783;401;680;100;45.8;14.7;20.4;-0.1;51;"Alemania";40;31;6;10;9;"POR ALAJAR";"-";"-";"-";"-";"29";"-";"-"
21002;"Aljaraque";33.9;27117.72;31;5;8.2;22329;11127;21419;840;39.1;24.9;12.1;14.7;606;"Rumanía";935;1051;132;102;90;"PARTIDO POPULAR";"-";"*";"-";"*";"14.3";"32283";"25703"
21004;"Almonaster la Real";321.91;106989.66;575;17;92.3;1786;945;1693;100;48.5;12.5;25.3;-2.1;41;"Rumanía";72;87;5;23;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"17.399999999999999";"22806";"18749"
21005;"Almonte";860.12;163009.04;74;5;44.9;25751;12741;24103;1130;40.6;19.3;13.4;12.6;5705;"Rumanía";1887;1856;198;177;78;"ILUSIONA";"10";"15";"2530";"606";"14.3";"16546";"14355"
21006;"Alosno";191.53;82255.9;179;2;43.1;3988;1975;3915;56;47;16.8;23.7;-6.9;149;"Marruecos";106;174;25;68;10;"PARTIDO POPULAR";"-";"-";"-";"-";"22";"18754";"16180"
21007;"Aracena";184.75;107181.64;673;7;97.1;8352;4120;8051;289;42.4;21.2;18;5.5;254;"Rumanía";315;395;44;85;26;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"7";"*";"581";"*";"18.3";"22933";"19197"
21008;"Aroche";499.54;121210.19;412;7;99.7;3033;1506;2905;125;45.7;16.4;21.3;-7.2;37;"Portugal";68;91;18;43;4;"PARTIDO POPULAR";"*";"-";"*";"-";"21.1";"16220";"14216"
21009;"Arroyomolinos de León";87.08;45327.15;595;1;126.9;950;472;936;7;48.1;14.9;25.5;-5.7;4;"se";24;25;5;11;1;"AHORA INDEPENDIENTES";"-";"*";"-";"*";"28.6";"-";"-"
21010;"Ayamonte";141.57;88226.82;3;8;49.8;21832;10943;21246;399;43.2;19.2;18.1;3.6;2996;"Portugal";1165;1240;144;171;64;"PARTIDO POPULAR";"10";"5";"3630";"183";"15.6";"21866";"18459"
21011;"Beas";144.95;73876.5;119;6;25.6;4376;2190;4153;206;44.7;18.6;21.8;3.3;256;"Rumanía";155;123;27;64;9;"PARTIDO POPULAR";"-";"-";"-";"-";"17.2";"20645";"17525"
21012;"Berrocal";126.43;63137.53;297;1;70.3;295;154;292;4;53.8;5.8;35.9;-10.4;7;"Reino Unido";16;13;1;9;0;"CREA PUEBLO";"-";"-";"-";"-";"12.5";"-";"-"
21013;"Bollullos Par del Condado";49.39;31655.74;108;1;41.9;14389;7129;14142;121;42.5;20.6;17.8;0.6;1440;"Rumanía";449;490;109;152;70;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"19.100000000000001";"19673";"16729"
21014;"Bonares";64.89;48990.31;70;4;28.7;6154;3045;5579;522;42.2;19.9;16;-1.6;1009;"Marruecos";245;279;40;46;22;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"10.1";"20253";"17026"
21015;"Cabezas Rubias";108.91;53427.11;220;1;65.5;706;370;683;21;48.8;11.5;26.5;-13.1;14;"Polonia";27;31;1;6;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19";"-";"-"
21016;"Cala";84.05;45004.74;583;2;125.3;1143;575;1123;17;46.8;15;21.5;-10.4;24;"Nicaragua";44;34;5;14;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"28.8";"18647";"16001"
21017;"Calañas";238.34;117984.27;297;2;55.5;2754;1397;2713;41;45;18.3;22.6;-1.5;46;"Marruecos";75;104;21;41;12;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"21.1";"23891";"19806"
21019;"Campofrío";47.06;29238.47;517;1;78.4;750;382;708;37;45.8;17.6;23.7;-5.5;35;"Argelia";30;36;1;12;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.399999999999999";"-";"-"
21020;"Cañaveral de León";34.82;34259.96;541;1;117.6;383;198;373;9;49.5;14.1;26.4;-14.4;3;"se";25;19;1;10;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"28.2";"-";"-"
21021;"Cartaya";225.65;83861.32;19;4;24.2;21209;10794;19835;1293;39.4;22;12.8;8;4416;"Marruecos";1132;1430;175;127;75;"PARTIDO POPULAR";"7";"*";"2876";"*";"10.6";"21259";"17919"
21022;"Castaño del Robledo";12.95;21481.34;743;1;94.2;222;125;198;24;49.4;5.9;21.6;6.6;23;"Reino Unido";15;12;2;3;1;"PARTIDO POPULAR";"-";"*";"-";"*";"28.9";"-";"-"
21030;"Chucena";26.09;26247.56;145;1;55;2320;1158;2235;0;44.1;18.8;19.1;2.4;38;"Rumanía";44;79;22;26;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"22.1";"18460";"16186"
